word,jyutping,occured,ratio
慢慢,maan6maan2,6,5.00096E-05
亦都,jik6dou1,58,0.000483426
類,leoi6,2,1.66699E-05
匯豐,wui6fung1,3,2.50048E-05
前途,cin4tou4,3,2.50048E-05
晉升,zeon3sing1,1,8.33493E-06
呵,ho2,19,0.000158364
成世,seng4sai3,3,2.50048E-05
發展,faat3zin2,8,6.66794E-05
大學,daai6hok6,16,0.000133359
大專,daai6zyun1,2,1.66699E-05
教育,gaau3juk6,5,4.16747E-05
層面,cang4min2,1,8.33493E-06
先,sin1,1,8.33493E-06
先輪,sin1leon4,1,8.33493E-06
呵,ho1,1,8.33493E-06
經驗,ging1jim6,8,6.66794E-05
寄信,gei3seon3,2,1.66699E-05
去,heoi3,1,8.33493E-06
居然,geoi1jin4,1,8.33493E-06
濫,laam5,1,8.33493E-06
林,lam4,4,3.33397E-05
翠茵,ceoi3jan1,2,1.66699E-05
成,seng4,4,3.33397E-05
突然之間,dat6jin4zi1gaan1,1,8.33493E-06
驚訝,ging1ngaa6,1,8.33493E-06
出現,ceot1jin6,15,0.000125024
明知,ming4zi1,4,3.33397E-05
成,sing4,6,5.00096E-05
抑或,jik1waak6,8,6.66794E-05
得滯,dak1zai6,2,1.66699E-05
榜,bong2,2,1.66699E-05
勁,ging6,26,0.000216708
讀書,duk6syu1,35,0.000291723
學術界,hok6seot6gaai3,1,8.33493E-06
變成,bin3sing4,4,3.33397E-05
成就,sing4zau6,3,2.50048E-05
出名,ceot1meng2,6,5.00096E-05
潛能,cim4nang4,2,1.66699E-05
嗰邊,go2bin6,4,3.33397E-05
規模,kwai1mou4,4,3.33397E-05
高級,gou1kap1,5,4.16747E-05
職員,zik1jyun4,2,1.66699E-05
佣金,jung2gam1,1,8.33493E-06
六十萬,luk6sap6maan6,1,8.33493E-06
方法,fong1faat3,20,0.000166699
新穎,san1wing6,1,8.33493E-06
位,wai2,20,0.000166699
將來,zoeng1loi4,13,0.000108354
發展,faat3zin2,4,3.33397E-05
當,dong1,17,0.000141694
影印,jing2jan3,3,2.50048E-05
一千,jat1cin1,3,2.50048E-05
假設,gaa2cit3,2,1.66699E-05
作者,zok3ze2,2,1.66699E-05
面前,min6cin4,1,8.33493E-06
當,dong3,6,5.00096E-05
推銷,teoi1siu1,2,1.66699E-05
步,bou6,4,3.33397E-05
另,ling6,10,8.33493E-05
工作,gung1zok3,21,0.000175034
工作天,gung1zok3tin1,1,8.33493E-06
琴日,kam4jat6,13,0.000108354
寫低,se2dai1,2,1.66699E-05
分,fan6,3,2.50048E-05
根據,gan1geoi3,2,1.66699E-05
不足,bat1zuk1,4,3.33397E-05
高興,gou1hing3,4,3.33397E-05
請人,ceng2jan4,1,8.33493E-06
禮貌,lai5maau6,3,2.50048E-05
上,soeng6,32,0.000266718
禮拜五,lai5baai3ng5,2,1.66699E-05
應,jing1,2,1.66699E-05
分,fan1,4,3.33397E-05
之內,zi1noi6,4,3.33397E-05
通知,tung1zi1,2,1.66699E-05
今,gam1,23,0.000191703
度,dou6,1,8.33493E-06
希望,hei1mong6,9,7.50144E-05
學,hok6,46,0.000383407
只,zi2,14,0.000116689
人選,jan4syun2,1,8.33493E-06
頂,ding2,12,0.000100019
窿,lung1,1,8.33493E-06
大約,daai6joek3,4,3.33397E-05
頭,tau4,5,4.16747E-05
葉,jip6,9,7.50144E-05
先生,sin1saang1,21,0.000175034
書展,syu1zin2,6,5.00096E-05
每年,mui5nin4,3,2.50048E-05
知,zi1,1,8.33493E-06
會議,wui6ji5,1,8.33493E-06
中心,zung1sam1,5,4.16747E-05
報導,bou3dou6,4,3.33397E-05
哄動,hung3dung6,1,8.33493E-06
漫畫,maan6waa2,3,2.50048E-05
暫時,zaam6si4,13,0.000108354
打算,daa2syun3,2,1.66699E-05
字典,zi6din2,33,0.000275053
紅色,hung4sik1,3,2.50048E-05
商務印書館,soeng1mou6jan3syu1gun2,1,8.33493E-06
皮面,pei4min2,1,8.33493E-06
漢,hon3,10,8.33493E-05
英,jing1,10,8.33493E-05
商務,soeng1mou6,1,8.33493E-06
出版,ceot1baan2,7,5.83445E-05
九五年,gau2ng5nin4,4,3.33397E-05
九六年,gau2luk6nin4,1,8.33493E-06
之,zi1,8,6.66794E-05
處,cyu3,3,2.50048E-05
八幾年,baat3gei2nin4,1,8.33493E-06
地名,dei6meng2,4,3.33397E-05
困難,kwan3naan4,3,2.50048E-05
遇,jyu6,3,2.50048E-05
專有,zyun1jau5,1,8.33493E-06
名詞,ming4ci4,4,3.33397E-05
考試,haau2si5,14,0.000116689
唔同,m4tung4,13,0.000108354
常用,soeng4jung6,1,8.33493E-06
黃,wong4,14,0.000116689
同益,tung4jik1,2,1.66699E-05
陸,luk6,2,1.66699E-05
谷孫,guk1syun1,2,1.66699E-05
辭典,ci4din2,19,0.000158364
將,zoeng1,4,3.33397E-05
冊,caak3,6,5.00096E-05
合成,hap6sing4,1,8.33493E-06
上冊,soeng6caak3,1,8.33493E-06
下冊,haa6caak3,1,8.33493E-06
攜帶,kwai4daai3,5,4.16747E-05
濃縮,nung4suk1,1,8.33493E-06
字體,zi6tai2,1,8.33493E-06
適合,sik1hap6,1,8.33493E-06
考試,haau2si5,8,6.66794E-05
需要,seoi1jiu3,22,0.000183368
後邊,hau6bin6,3,2.50048E-05
人名,jan4meng2,3,2.50048E-05
工具書,gung1geoi6syu1,3,2.50048E-05
冇錯,mou5co3,12,0.000100019
平時,ping4si4,23,0.000191703
功課,gung1fo3,21,0.000175034
作為,zok3wai4,12,0.000100019
應,jing1,1,8.33493E-06
之餘,zi1jyu4,1,8.33493E-06
另類,ling6leoi6,1,8.33493E-06
專門,zyun1mun4,1,8.33493E-06
法律,faat3leot6,3,2.50048E-05
自然,zi6jin4,1,8.33493E-06
科學,fo1hok6,4,3.33397E-05
科技性,fo1gei6sing3,1,8.33493E-06
不妨,bat1fong4,5,4.16747E-05
通用,tung1jung6,1,8.33493E-06
文章,man4zoeng1,5,4.16747E-05
專科,zyun1fo1,3,2.50048E-05
用途,jung6tou4,5,4.16747E-05
目的,muk6dik1,4,3.33397E-05
專有,zyun1jau5,1,8.33493E-06
專業,zyun1jip6,4,3.33397E-05
圖書館,tou4syu1gun2,2,1.66699E-05
經常,ging1soeng4,1,8.33493E-06
應付,jing3fu6,2,1.66699E-05
專業,zyun1jip6,2,1.66699E-05
推薦,teoi1zin3,5,4.16747E-05
因應,jan1jing3,1,8.33493E-06
財政,coi4zing3,2,1.66699E-05
漢英,hon3jing1,1,8.33493E-06
商務,soeng1mou6,2,1.66699E-05
起上來,hei2soeng5lei4,1,8.33493E-06
根據,gan1geoi3,1,8.33493E-06
字母,zi6mou5,1,8.33493E-06
先,sin1,1,8.33493E-06
排列,paai4lit6,1,8.33493E-06
正如,zing3jyu4,1,8.33493E-06
好處,hou2cyu3,11,9.16842E-05
深,sam1,13,0.000108354
大陸,daai6luk6,1,8.33493E-06
用語,jung6jyu5,1,8.33493E-06
新近,san1gan6,1,8.33493E-06
手頭上,sau2tau4soeng6,2,1.66699E-05
漢,hon3,1,8.33493E-06
英,jing1,2,1.66699E-05
內容,noi6jung4,5,4.16747E-05
充實,cung1sat6,1,8.33493E-06
辭條,ci4tiu4,1,8.33493E-06
頗,po2,2,1.66699E-05
術語,seot6jyu5,1,8.33493E-06
上海,soeng6hoi2,2,1.66699E-05
交通大學,gaau1tung1daai6hok6,1,8.33493E-06
出版社,ceot1baan2se3,1,8.33493E-06
年期,nin4kei4,2,1.66699E-05
值得,zik6dak1,5,4.16747E-05
託,tok3,1,8.33493E-06
張,zoeng1,17,0.000141694
喎,wo3,1,8.33493E-06
深圳,sam1zan3,4,3.33397E-05
九十幾,gau2sap6gei2,3,2.50048E-05
相差,soeng1caa1,4,3.33397E-05
書局,syu1guk2,3,2.50048E-05
逛,kwaang3,3,2.50048E-05
其中,kei4zung1,17,0.000141694
一半,jat1bun3,13,0.000108354
以上,ji5soeng6,2,1.66699E-05
甚至,sam6zi3,3,2.50048E-05
超過,ciu1gwo3,1,8.33493E-06
佛教,fat6gaau3,3,2.50048E-05
需要,seoi1jiu3,10,8.33493E-05
一千四百,jat1cin1sei3baak3,1,8.33493E-06
連,lin4,3,2.50048E-05
郵費,jau4fai3,1,8.33493E-06
來到,lai4dou3,7,5.83445E-05
參考,caam1haau2,3,2.50048E-05
千幾,cin1gei2,2,1.66699E-05
書名,syu1meng2,1,8.33493E-06
幾十,gei2sap6,9,7.50144E-05
參考書,caam1haau2syu1,1,8.33493E-06
慶幸,hing3hang6,1,8.33493E-06
幫助,bong1zo6,1,8.33493E-06
盡量,zeon6loeng6,5,4.16747E-05
利用,lei6jung6,3,2.50048E-05
書城,syu1sing4,1,8.33493E-06
書籍,syu1zik6,1,8.33493E-06
教科書,gaau3fo1syu1,1,8.33493E-06
一零四,jat1ling4sei3,1,8.33493E-06
開會,hoi1wui2,8,6.66794E-05
科技,fo1gei6,5,4.16747E-05
發達,faat3daat6,5,4.16747E-05
光碟,gwong1dip2,9,7.50144E-05
遠東,jyun5dung1,2,1.66699E-05
一模一樣,jat1mou4jat1joeng6,2,1.66699E-05
解釋,gaai2sik1,15,0.000125024
查索,caa4sok3,2,1.66699E-05
𠻺,aa6,9,7.50144E-05
邊樣,bin1joeng6,3,2.50048E-05
途徑,tou4ging3,1,8.33493E-06
磁碟,ci4dip2,1,8.33493E-06
隨身,ceoi4san1,1,8.33493E-06
電子,din6zi2,19,0.000158364
發聲,faat1seng1,1,8.33493E-06
功能,gung1nang4,3,2.50048E-05
發音,faat3jam1,2,1.66699E-05
標準,biu1zeon2,2,1.66699E-05
英文,jing1man2,2,1.66699E-05
人仕,jan4si6,1,8.33493E-06
讀音,duk6jam1,1,8.33493E-06
快譯通,faai3jik6tung1,2,1.66699E-05
之外,zi1ngoi6,12,0.000100019
牌子,paai4zi2,14,0.000116689
試場,si5coeng4,1,8.33493E-06
快速,faai3cuk1,2,1.66699E-05
深入,sam1jap6,2,1.66699E-05
例子,lai6zi2,5,4.16747E-05
基本上,gei1bun2soeng6,25,0.000208373
句,geoi3,9,7.50144E-05
認識,jing6sik1,1,8.33493E-06
篇,pin1,3,2.50048E-05
語氣,jyu5hei3,2,1.66699E-05
正式,zing3sik1,2,1.66699E-05
文體,man4tai2,2,1.66699E-05
方便,fong1bin6,2,1.66699E-05
日常,jat6soeng4,1,8.33493E-06
應用,jing3jung6,1,8.33493E-06
似乎,ci5fu4,7,5.83445E-05
幫助,bong1zo6,2,1.66699E-05
之下,zi1haa6,5,4.16747E-05
始終,ci2zung1,16,0.000133359
局限,guk6haan6,1,8.33493E-06
經過,ging1gwo3,8,6.66794E-05
思考,si1haau2,1,8.33493E-06
譯者,jik6ze2,1,8.33493E-06
程序,cing4zeoi6,2,1.66699E-05
同意,tung4ji3,1,8.33493E-06
講法,gong2faat3,4,3.33397E-05
工具,gung1geoi6,1,8.33493E-06
今朝,gam1ziu1,5,4.16747E-05
參觀,caam1gun1,4,3.33397E-05
貨櫃,fo3gwai6,10,8.33493E-05
碼頭,maa5tau4,11,9.16842E-05
吓,haa5,34,0.000283388
幾點鐘,gei2dim2zung1,2,1.66699E-05
出發,ceot1faat3,3,2.50048E-05
九點半,gau2dim2bun3,8,6.66794E-05
荔景,lai6ging2,7,5.83445E-05
地鐵站,dei6tit3zaam6,4,3.33397E-05
葵涌,kwai4cung1,2,1.66699E-05
近,gan6,10,8.33493E-05
近,kan5,10,8.33493E-05
約,joek3,1,8.33493E-06
至,zi3,8,6.66794E-05
門口,mun4hau2,4,3.33397E-05
九點十,gau2dim2sap6,1,8.33493E-06
咁滯,gam3zai6,8,6.66794E-05
浩賢,hou6jin4,3,2.50048E-05
機電工程處,gei1din6gung1cing4cyu3,1,8.33493E-06
肥豪,fei4hou4,4,3.33397E-05
認得,jing6dak1,4,3.33397E-05
班,baan1,14,0.000116689
高大,gou1daai6,1,8.33493E-06
大件件,daai6gin6gin6,1,8.33493E-06
係咪,hai6mai6,11,9.16842E-05
四眼,sei3ngaan5,1,8.33493E-06
白白淨淨,baak6baak6zeng6zeng6,2,1.66699E-05
肥,fei2,1,8.33493E-06
港大,gong2daai6,1,8.33493E-06
艾爾頓,aai6ji5deon6,24,0.000200038
連埋,lin4maai4,1,8.33493E-06
竟然,ging2jin4,7,5.83445E-05
唏,hei1,1,8.33493E-06
缺少,kyut3siu2,1,8.33493E-06
南哥,naam4go1,1,8.33493E-06
硬係,ngaang2hai6,10,8.33493E-05
爭啲,zaang1di1,1,8.33493E-06
走入,zau2jap6,1,8.33493E-06
領隊,ling5deoi2,2,1.66699E-05
幻燈片,waan6dang1pin2,2,1.66699E-05
躉,dan2,2,1.66699E-05
迾,laat6,1,8.33493E-06
現代貨商碼頭有限公司,jin6doi6fo3soeng1maa5tau4jau5haan6gung1si1,1,8.33493E-06
一九,jat1gau2,1,8.33493E-06
詳細,coeng4sai3,3,2.50048E-05
事關,si6gwaan1,3,2.50048E-05
咦,ji6,2,1.66699E-05
咿,ji2,1,8.33493E-06
蛇蛇豬,se4se4zyu1,2,1.66699E-05
顧名思義,gu3ming4si1ji6,1,8.33493E-06
架構,gaa3kau3,1,8.33493E-06
輪,leon4,4,3.33397E-05
廢話,fai3waa2,2,1.66699E-05
鳥瞰,liu5ham3,1,8.33493E-06
話,waa2,9,7.50144E-05
頂樓,deng2lau2,1,8.33493E-06
上面,soeng6min6,9,7.50144E-05
有啲,jau5di1,1,8.33493E-06
行,hong4,3,2.50048E-05
好心,hou2sam1,2,1.66699E-05
認識,jing6sik1,1,8.33493E-06
讕,laan2,2,1.66699E-05
隔離,gaak3lei4,10,8.33493E-05
厭,jim3,2,1.66699E-05
十點鐘,sap6dim2zung1,1,8.33493E-06
完結,jyun4git3,1,8.33493E-06
生性,saang1sing3,1,8.33493E-06
獨立,duk6laap6,1,8.33493E-06
類似,leoi6ci5,9,7.50144E-05
友仔,jau2zai2,4,3.33397E-05
吹水唔抹嘴,ceoi1seoi2m4maat3zeoi2,2,1.66699E-05
固然,gu3jin4,2,1.66699E-05
聽嘢,teng1je5,1,8.33493E-06
傾偈,king1gai2,13,0.000108354
直至到,zik6zi3dou3,1,8.33493E-06
叫住,giu3zyu6,1,8.33493E-06
幾可,gei2ho2,3,2.50048E-05
塞車,sak1ce1,1,8.33493E-06
和記,wo4gei3,5,4.16747E-05
三百九十,saam1baak3gau2sap6,2,1.66699E-05
一六八,jat1luk6baat3,3,2.50048E-05
送,sung3,16,0.000133359
飛線,fei1sin3,3,2.50048E-05
秘書台,bei3syu1toi4,6,5.00096E-05
五百五十八,ng5baak3ng5sap6baat3,5,4.16747E-05
繁忙,faan4mong4,2,1.66699E-05
非,fei1,1,8.33493E-06
四百九十,sei3baak3gau2sap6,1,8.33493E-06
二百,ji6baak3,9,7.50144E-05
嘅話,ge3waa2,11,9.16842E-05
吓,haa2,1,8.33493E-06
嘅話,ge3waa2,14,0.000116689
甘,gam1,1,8.33493E-06
台費,toi4fai3,2,1.66699E-05
五百五,ng5baak3ng5,1,8.33493E-06
二百一十六,ji6baak3jat1sap6luk6,1,8.33493E-06
死約,sei2joek3,2,1.66699E-05
生約,saang1joek3,2,1.66699E-05
手提,sau2tai4,1,8.33493E-06
廠,cong2,18,0.000150029
落,lok6,4,3.33397E-05
一百六十八,jat1baak3luk6sap6baat3,1,8.33493E-06
網絡,mong5lok6,2,1.66699E-05
話時話,waa6si4waa6,10,8.33493E-05
友,jau2,5,4.16747E-05
熟,suk6,14,0.000116689
唔怪得,m4gwaai3dak1,1,8.33493E-06
職業,zik1jip6,1,8.33493E-06
安全,on1cyun4,1,8.33493E-06
健康,gin6hong1,1,8.33493E-06
問答,man6daap3,1,8.33493E-06
比賽,bei2coi3,1,8.33493E-06
組,zou2,2,1.66699E-05
決賽,kyut3coi3,2,1.66699E-05
分分鐘,fan1fan1zung1,2,1.66699E-05
代表,doi6biu2,5,4.16747E-05
出賽,ceot1coi3,1,8.33493E-06
第時,dai6si4,10,8.33493E-05
冠軍,gun3gwan1,1,8.33493E-06
符符碌碌,fu6fu6luk1luk1,2,1.66699E-05
贏,jeng4,8,6.66794E-05
叔叔,suk1suk1,1,8.33493E-06
見習,gin3zaap6,1,8.33493E-06
工程師,gung1cing4si1,1,8.33493E-06
就快,zau6faai3,2,1.66699E-05
老細,lou5sai3,25,0.000208373
貪慕虛榮,taam1mou6heoi1wing4,1,8.33493E-06
巴閉,baa1bai3,4,3.33397E-05
徐,ceoi4,7,5.83445E-05
展堂,zin2tong4,5,4.16747E-05
真人,zan1jan4,1,8.33493E-06
城巴,sing4baa1,3,2.50048E-05
軍火,gwan1fo2,1,8.33493E-06
haai2,haai2,2,1.66699E-05
錄,luk6,14,0.000116689
音,jam1,6,5.00096E-05
咁,gam3,1,8.33493E-06
北海集團,bak1hoi2zaap6tyun4,1,8.33493E-06
北海,bak1hoi2,1,8.33493E-06
屬下,suk6haa6,1,8.33493E-06
分公司,fan1gung1si1,1,8.33493E-06
嘉誠,gaa1sing4,2,1.66699E-05
仔,zai2,32,0.000266718
埋來,maai4lai4,2,1.66699E-05
阿澤鉅,aa3zaak6geoi6,3,2.50048E-05
國傑,gwok3git6,1,8.33493E-06
微服出巡,mei4fuk6ceot1ceon4,1,8.33493E-06
別墅,bit6seoi6,1,8.33493E-06
外面,ngoi6min6,1,8.33493E-06
花園,faa1jyun2,1,8.33493E-06
沖,cung1,7,5.83445E-05
廚師,cyu4si1,3,2.50048E-05
本身,bun2san1,15,0.000125024
咖啡,gaa3fe1,19,0.000158364
香蕉,hoeng1ziu1,1,8.33493E-06
有錢,jau5cin2,15,0.000125024
月入,jyut6jap6,3,2.50048E-05
幾萬,gei2maan6,5,4.16747E-05
年薪,nin4san1,4,3.33397E-05
三十萬,saam1sap6maan6,4,3.33397E-05
二十九萬,ji6sap6gau2maan6,1,8.33493E-06
來,lai4,11,9.16842E-05
奀,ngan1,2,1.66699E-05
陣間,zan6gaan1,3,2.50048E-05
講出,gong2ceot1,2,1.66699E-05
無謂,mou4wai6,6,5.00096E-05
阿木,aa3muk6,13,0.000108354
文員,man4jyun4,2,1.66699E-05
原本,jyun4bun2,19,0.000158364
喺,hai2,1,8.33493E-06
無論,mou4leon6,2,1.66699E-05
行政,hang4zing3,2,1.66699E-05
清,cing1,2,1.66699E-05
吓吓,haa5haa5,2,1.66699E-05
死,sei2,3,2.50048E-05
支,zi1,11,9.16842E-05
筆,bat1,3,2.50048E-05
壞,waai6,10,8.33493E-05
壞,waai2,1,8.33493E-06
天使,tin1si3,2,1.66699E-05
的,dik1,8,6.66794E-05
呼喚,fu1wun6,2,1.66699E-05
響,hoeng2,2,1.66699E-05
屯門,tyun4mun4,13,0.000108354
搭去,daap6heoi3,1,8.33493E-06
荃灣,cyun4waan1,5,4.16747E-05
巴士,baa1si2,11,9.16842E-05
麻煩,maa4faan4,6,5.00096E-05
唔好意思,m4hou2ji3si1,2,1.66699E-05
全科,cyun4fo1,1,8.33493E-06
對上,deoi3soeng6,1,8.33493E-06
前日,cin4jat6,1,8.33493E-06
阿艾爾頓,aa3aai6ji5deon6,2,1.66699E-05
六點,luk6dim2,6,5.00096E-05
邪,ce4,7,5.83445E-05
駛,sai2,1,8.33493E-06
燒賣仔,siu1maai2zai2,1,8.33493E-06
銅鑼灣,tung4lo4waan1,3,2.50048E-05
攤唞,taan1tau2,1,8.33493E-06
六點半,luk6dim2bun3,1,8.33493E-06
咁滯,gam3zai6,1,8.33493E-06
七點,cat1dim2,8,6.66794E-05
肯定,hang2ding6,8,6.66794E-05
週,zau1,1,8.33493E-06
感覺,gam2gok3,11,9.16842E-05
雪碧,syut3bik1,4,3.33397E-05
鳳爪,fung6zaau2,1,8.33493E-06
樣,joeng6,4,3.33397E-05
男朋友,naam4pang4jau5,6,5.00096E-05
三十九,saam1sap6gau2,1,8.33493E-06
着,zoek3,3,2.50048E-05
露臍裝,lou6ci4zong1,1,8.33493E-06
難頂,naan4ding2,4,3.33397E-05
碼子,maa5zi2,2,1.66699E-05
肚臍,tou5ci4,2,1.66699E-05
波,bo1,8,6.66794E-05
射,se6,4,3.33397E-05
足球,zuk1kau4,3,2.50048E-05
人場,jan4coeng4,1,8.33493E-06
彎,waan1,1,8.33493E-06
人牆,jan4coeng4,1,8.33493E-06
射中,se6zung3,1,8.33493E-06
袖,zau6,1,8.33493E-06
背心,bui3sam1,1,8.33493E-06
剃,tai3,2,1.66699E-05
得人驚,dak1jan4geng1,5,4.16747E-05
靚女,leng3neoi2,16,0.000133359
但求,daan6kau4,1,8.33493E-06
差不多,caa1bat1do1,1,8.33493E-06
爭在,zaang1zoi6,2,1.66699E-05
合眼緣,hap6ngaan5jyun4,3,2.50048E-05
乞人憎,haat1jan4zang1,1,8.33493E-06
串,cyun3,1,8.33493E-06
秘書,bei3syu1,7,5.83445E-05
隔,gaak3,5,4.16747E-05
公認,gung1jing6,1,8.33493E-06
十九,sap6gau2,4,3.33397E-05
啞,aa5,3,2.50048E-05
冇嘢,mou5je5,1,8.33493E-06
來𡁵頭,lai4gan2tau4,1,8.33493E-06
肥屍大隻,fei4si1daai6zek3,2,1.66699E-05
的確,dik1kok3,7,5.83445E-05
唔,m4,2,1.66699E-05
橫,waang4,1,8.33493E-06
大大隻隻,daai6daai6zek3zek3,1,8.33493E-06
女,neoi2,1,8.33493E-06
身為人母,san1wai4jan4mou5,1,8.33493E-06
附近,fu6gan6,3,2.50048E-05
固定,gu3ding6,1,8.33493E-06
散拖,saan2to1,1,8.33493E-06
愛滋病,ngoi3zi1beng6,1,8.33493E-06
特登,dak6dang1,7,5.83445E-05
𠝹手,gaai3sau2,5,4.16747E-05
講起,gong2hei2,1,8.33493E-06
麥當勞,mak6dong1lou4,3,2.50048E-05
食嘢,sik6je5,1,8.33493E-06
尖沙嘴,zim1saa1zeoi2,3,2.50048E-05
天星,tin1sing1,1,8.33493E-06
好眉好貌,hou2mei4hou2maau6,1,8.33493E-06
見到,gin3dou2,1,8.33493E-06
膠布,gaau1bou3,2,1.66699E-05
後面,hau6min6,4,3.33397E-05
疤痕,baa1han4,3,2.50048E-05
一條條,jat1tiu4tiu4,2,1.66699E-05
心臟,sam1zong6,1,8.33493E-06
物體,mat6tai2,2,1.66699E-05
埋去,maai4heoi3,1,8.33493E-06
少嫺,siu3haan4,1,8.33493E-06
阿雪碧,aa3syut3bik1,1,8.33493E-06
千奇百怪,cin1kei4baak3gwaai3,1,8.33493E-06
男人,naam4jan2,7,5.83445E-05
阿香蕉,aa3hoeng1ziu1,1,8.33493E-06
情形,cing4jing4,3,2.50048E-05
注意力,zyu3ji3lik6,1,8.33493E-06
偏,pin1,1,8.33493E-06
搞法,gaau2faat3,1,8.33493E-06
間唔中,gaan3m4zung1,9,7.50144E-05
小心,siu2sam1,10,8.33493E-05
準備,zeon2bei6,11,9.16842E-05
事宜,si6ji4,1,8.33493E-06
既然,gei3jin4,1,8.33493E-06
隨時,ceoi4si4,5,4.16747E-05
夠膽,gau3daam2,4,3.33397E-05
載,zoi3,5,4.16747E-05
俾錢,bei2cin2,1,8.33493E-06
廿八號,jaa6baat3hou6,3,2.50048E-05
正,zeng3,1,8.33493E-06
線,sin3,16,0.000133359
師兄,si1hing1,2,1.66699E-05
泰國,taai3gwok3,2,1.66699E-05
四千,sei3cin1,6,5.00096E-05
團費,tyun4fai3,1,8.33493E-06
千,cin1,14,0.000116689
銀,ngan4,1,8.33493E-06
霸位,baa3wai2,2,1.66699E-05
十點,sap6dim2,4,3.33397E-05
廿九,jaa6gau2,3,2.50048E-05
扎醒,zaat3seng2,1,8.33493E-06
醒,seng2,4,3.33397E-05
八點,baat3dim2,1,8.33493E-06
有領,jau5leng5,1,8.33493E-06
敢,gam2,2,1.66699E-05
事緣,si6jyun4,1,8.33493E-06
交惡,gaau1wu3,4,3.33397E-05
掹,maang1,2,1.66699E-05
和好如初,wo4hou2jyu4co1,1,8.33493E-06
初,co1,2,1.66699E-05
開,hoi1,2,1.66699E-05
唔錯,m4co3,6,5.00096E-05
孤獨,gu1duk6,1,8.33493E-06
年齡,nin4ling4,8,6.66794E-05
差唔,caa1m4,1,8.33493E-06
唯獨是,wai4duk6si6,1,8.33493E-06
滿意,mun5ji3,3,2.50048E-05
工作,gung1zok3,3,2.50048E-05
制度,zai3dou6,9,7.50144E-05
打鐘,daa2zung1,2,1.66699E-05
層,cang4,3,2.50048E-05
唧,zek1,2,1.66699E-05
化,faa3,3,2.50048E-05
電芯,din6sam1,12,0.000100019
例如,lai6jyu4,2,1.66699E-05
啲,di1,1,8.33493E-06
嗰邊,go2bin1,4,3.33397E-05
佔,zim3,6,5.00096E-05
大部份,daai6bou6fan6,6,5.00096E-05
三分二,saam1fan6ji6,2,1.66699E-05
嗰邊,go2bin6,6,5.00096E-05
三分一,saam1fan6jat1,3,2.50048E-05
度,dou2,2,1.66699E-05
牌,paai4,4,3.33397E-05
代理,doi6lei5,2,1.66699E-05
凡係,faan4hai6,1,8.33493E-06
登記,dang1gei3,4,3.33397E-05
對上,deoi3soeng5,1,8.33493E-06
喇,laa1,1,8.33493E-06
即,zik1,114,0.000950182
長途電話,coeng4tou4din6waa2,3,2.50048E-05
打,daa2,4,3.33397E-05
接,zip3,11,9.16842E-05
駁,bok3,3,2.50048E-05
計,gai2,4,3.33397E-05
私底下,si1dai2haa6,1,8.33493E-06
搞嘢,gaau2je5,1,8.33493E-06
七十幾,cat1sap6gei2,1,8.33493E-06
樓,lau2,2,1.66699E-05
單位,daan1wai2,6,5.00096E-05
十八,sap6baat3,3,2.50048E-05
貨倉,fo3cong1,2,1.66699E-05
研究,jin4gau3,2,1.66699E-05
研究室,jin4gau3sat1,1,8.33493E-06
研究,jin4gau3,8,6.66794E-05
實際,sat6zai3,2,1.66699E-05
理由,lei5jau4,1,8.33493E-06
落,lok6,3,2.50048E-05
適,sik1,1,8.33493E-06
工,gung1,2,1.66699E-05
想,soeng2,43,0.000358402
主動,zyu2dung6,2,1.66699E-05
吸納,kap1naap6,3,2.50048E-05
簡單,gaan2daan1,9,7.50144E-05
應該,jing1goi1,13,0.000108354
之中,zi1zung1,5,4.16747E-05
醒,sing2,10,8.33493E-05
及,kap6,1,8.33493E-06
咪,mai6,2,1.66699E-05
痴線,ci1sin3,4,3.33397E-05
傻,so4,21,0.000175034
拍馬都拍唔上,paak3maa5dou1paak3m4soeng5,1,8.33493E-06
音,jam1,2,1.66699E-05
低,dai1,1,8.33493E-06
拼音,ping3jam1,2,1.66699E-05
主要,zyu2jiu3,14,0.000116689
講真,gong2zan1,25,0.000208373
揾錢,wan2cin2,4,3.33397E-05
壓力,aat3lik6,7,5.83445E-05
印尼,jan3nei4,6,5.00096E-05
晚,maan5,2,1.66699E-05
十一,sap6jat1,10,8.33493E-05
點,dim2,5,4.16747E-05
時差,si4caa1,1,8.33493E-06
第五,dai6ng5,1,8.33493E-06
早,zou2,1,8.33493E-06
早餐,zou2caan1,9,7.50144E-05
唓,ce2,2,1.66699E-05
星期,sing1kei4,1,8.33493E-06
十零,sap6leng4,2,1.66699E-05
十一,sap6jat1,1,8.33493E-06
二,ji6,1,8.33493E-06
月,jyut6,1,8.33493E-06
東京,dung1ging1,1,8.33493E-06
迪士尼,dik6si6nei4,3,2.50048E-05
淺草,cin2cou2,1,8.33493E-06
大阪,daai6baan2,1,8.33493E-06
,lu3,2,1.66699E-05
新鮮,san1sin1,1,8.33493E-06
達到,daat6dou3,1,8.33493E-06
阿餅,aa3beng2,5,4.16747E-05
正正式式,zing3zing3sik1sik1,1,8.33493E-06
考,haau2,102,0.000850163
榜,bong2,1,8.33493E-06
阿姨,aa3ji1,2,1.66699E-05
浸,zam3,1,8.33493E-06
溫泉,wan1cyun4,1,8.33493E-06
