word,phono,occured,ratio
快乐,faai3lok6,4,4.81496E-06
小朋友,siu2pang4yau5,55,6.62056E-05
旅行,leui5hang4,23,2.7686E-05
厦门,ha6mun4,18,2.16673E-05
份,fan6,285,0.000343066
红萝卜,hung4lo4baak1,9,1.08336E-05
粟,suk1,1,1.20374E-06
粟米,suk1mai5,3,3.61122E-06
指,ji2,25,3.00935E-05
毛,mou4,29,3.49084E-05
桃,tou4,3,3.61122E-06
淮山,waai4saan1,15,1.80561E-05
健脾,gin6pei4,1,1.20374E-06
囡,laam4,11,1.32411E-05
猪肉,jyu1yuk6,31,3.73159E-05
一餐,yat1chaan1,6,7.22243E-06
廿十,ya6sap6,8,9.62991E-06
离,lei4,42,5.0557E-05
谱,pou2,7,8.42617E-06
运,wan6,7,8.42617E-06
咳,kat1,66,7.94468E-05
听话,teng1wa6,21,2.52785E-05
灯芯草,dang1sam1chou2,2,2.40748E-06
普天,pou2tin1,6,7.22243E-06
澳门,ou3mun2,91,0.00010954
听晚,ting1maan5,37,4.45383E-05
搞错,gaau2cho3,30,3.61122E-05
剧集,kek6jaap6,9,1.08336E-05
病,beng6,61,7.34281E-05
白,baak6,35,4.21309E-05
宝岗,bou2gong1,2,2.40748E-06
北,bak1,5,6.01869E-06
洗头水,sai2tau4seui2,18,2.16673E-05
支,ji1,102,0.000122781
精华素,jing1wa4sou3,10,1.20374E-05
爱,oi1,47,5.65757E-05
护发,wu6faat3,1,1.20374E-06
头发,tau4faat3,33,3.97234E-05
干性,gon1sing3,2,2.40748E-06
油性,yau4sing3,3,3.61122E-06
发质,faat3jat1,1,1.20374E-06
油,yau2,81,9.75028E-05
油淋淋,yau4lam6lam6,2,2.40748E-06
一日,yat1yat6,80,9.62991E-05
隔日,gaak3yat6,1,1.20374E-06
洗头,sai2tau4,5,6.01869E-06
搽,cha4,49,5.89832E-05
玉兰油,yuk6laan4yau2,6,7.22243E-06
滋润,ji1yeun6,4,4.81496E-06
双,seung1,11,1.32411E-05
润,yeun6,2,2.40748E-06
暗疮,am3chong1,16,1.92598E-05
李医生,lei5yi1sang1,2,2.40748E-06
祛痘,keui1dau2,1,1.20374E-06
米,mai1,117,0.000140837
火锅,fo2wo1,7,8.42617E-06
打边炉,da2bin1lou4,18,2.16673E-05
丸仔,yun2jai2,1,1.20374E-06
上来,seung5lei4,15,1.80561E-05
海,hoi2,24,2.88897E-05
因,yan1,14,1.68523E-05
海霸王,hoi2ba3wong4,1,1.20374E-06
肉,yuk6,39,4.69458E-05
薯仔,syu4jai2,11,1.32411E-05
菜,choi3,128,0.000154079
任,yam6,30,3.61122E-05
煲粥,bou1juk1,6,7.22243E-06
多谢,do1je6,24,2.88897E-05
干燥,gon1chou3,9,1.08336E-05
市场,si5cheung4,100,0.000120374
拎,ling1,106,0.000127596
转头,jyun2tau4,30,3.61122E-05
骨,gwat1,16,1.92598E-05
骨头,gwat1tau4,6,7.22243E-06
菜心,choi3sam1,14,1.68523E-05
出差,cheut1chaai1,34,4.09271E-05
凉水,leung4seui2,1,1.20374E-06
国庆,gok3hing3,50,6.01869E-05
七日,chat1yat6,8,9.62991E-06
然之后,yin4ji1hau6,219,0.000263619
发觉,faat3gok3,36,4.33346E-05
步步惊心,bou6bou6geng1sam1,14,1.68523E-05
透气,tau3hei3,2,2.40748E-06
光,gong1,18,2.16673E-05
医保,yi1bou2,46,5.5372E-05
神经痛,san4ging1tung3,2,2.40748E-06
挂号,gwa3hou2,9,1.08336E-05
升,sing1,128,0.000154079
睇病,tai2beng6,11,1.32411E-05
敷药,fu1yeuk6,1,1.20374E-06
买餸,maai5sung3,52,6.25944E-05
潘婷,pun1ting4,3,3.61122E-06
三十三,saam1a6saam1,3,3.61122E-06
精华,jing1wa4,1,1.20374E-06
只能,ji2lang4,5,6.01869E-06
滑,waat6,10,1.20374E-05
混合性,wan6hap6sing3,2,2.40748E-06
头皮,tau4pei4,1,1.20374E-06
护肤,wu6fu1,2,2.40748E-06
秘诀,bei3kyut3,1,1.20374E-06
洗面,sai2min2,1,1.20374E-06
货,fo3,153,0.000184172
鱼,yu4,106,0.000127596
剌,la1,2,2.40748E-06
柴米油盐酱醋,chaai4mai2yau4yim4jeung3chou3,1,1.20374E-06
淀粉,din6fan2,1,1.20374E-06
营养,ying4yeung5,15,1.80561E-05
下午,ha6m5,126,0.000151671
课,fo3,152,0.000182968
辛亥,san1hoi6,3,3.61122E-06
革命,gaak3ming6,4,4.81496E-06
旧,gau6,92,0.000110744
址,ji2,3,3.61122E-06
参观,chaam1gun1,11,1.32411E-05
大队,daai6deui6,3,3.61122E-06
黑暗,hak1am3,1,1.20374E-06
入侵,yap6cham1,2,2.40748E-06
下载,ha6joi3,55,6.62056E-05
宿舍,suk1se5,130,0.000156486
汽车,hei3che1,22,2.64823E-05
总动员,jung2dung6yun4,5,6.01869E-06
打打,da2da2,5,6.01869E-06
游游,yau4yau4,2,2.40748E-06
泳,wing6,5,6.01869E-06
游泳池,yau4wing6chi4,1,1.20374E-06
吹吹,cheui1cheui1,1,1.20374E-06
叹叹,taan3taan3,1,1.20374E-06
世界,sai3gaai5,22,2.64823E-05
层,chang4,39,4.69458E-05
限时,haan6si4,2,2.40748E-06
地中海,dei6jung1hoi2,2,2.40748E-06
餐厅,chaan1teng1,18,2.16673E-05
三十九,saam1a6gau2,1,1.20374E-06
爆,baau3,53,6.37982E-05
庁,teng1,3,3.61122E-06
阿曾,a3jang1,1,1.20374E-06
心郁,sam1wat1,1,1.20374E-06
快快,faai3faai3,6,7.22243E-06
彭辉,paang4fai1,2,2.40748E-06
组,jou2,29,3.49084E-05
资料,ji1liu2,43,5.17608E-05
感想,gam2seung2,9,1.08336E-05
揀,gaan2,8,9.62991E-06
甲类,gaap3leui6,1,1.20374E-06
工程师,gung1ching4si1,9,1.08336E-05
同样,tung4yeung6,4,4.81496E-06
相同,seung1tung4,4,4.81496E-06
扣,kau3,99,0.00011917
停课,ting4fo3,2,2.40748E-06
节,jit3,51,6.13907E-05
丘长群,yau1cheung4kwan4,1,1.20374E-06
实,sat6,69,8.3058E-05
实习,sat6jaap6,78,9.38916E-05
课程表,fo3ching4biu2,3,3.61122E-06
玫瑰,mui4gwai3,7,8.42617E-06
列,lit6,1,1.20374E-06
黑暗入侵,hak1am3yap6cham1,2,2.40748E-06
侵入,cham1yap6,1,1.20374E-06
阿华,a3wa4,11,1.32411E-05
恐怖,hung2bou3,23,2.7686E-05
睇返,tai2faan2,6,7.22243E-06
嘿,hei1,35,4.21309E-05
阿何,a3ho4,1,1.20374E-06
经典,ging1din2,3,3.61122E-06
阿妈,a3ma1,288,0.000346677
发挥,faat3fai1,9,1.08336E-05
复,fuk6,46,5.5372E-05
广州塔,gong2jau1taap3,3,3.61122E-06
费,fai3,34,4.09271E-05
服务费,fuk6mou6fai3,1,1.20374E-06
百分之,baak3fan6ji1,43,5.17608E-05
旋转,syun4jyun2,3,3.61122E-06
简直,gaan2jik6,7,8.42617E-06
尊贵,jyun1gwai3,1,1.20374E-06
本来,bun2loi4,84,0.000101114
遥远,yiu4yun5,5,6.01869E-06
北京路,bak1ging1lou6,37,4.45383E-05
神奇,san4kei4,6,7.22243E-06
鲍鱼,baau1yu4,2,2.40748E-06
龙虾,lung4ha1,4,4.81496E-06
类,leui6,11,1.32411E-05
海产,hoi2chaan2,1,1.20374E-06
转,jyun2,229,0.000275656
话题,wa6tai4,16,1.92598E-05
作业,jok3yip6,45,5.41682E-05
好彩,hou2choi2,58,6.98169E-05
重做,chung4jou6,1,1.20374E-06
表格,biu2gaak3,3,3.61122E-06
短,dyun2,27,3.25009E-05
资质,ji1jat1,1,1.20374E-06
齐全,chai4chyun4,3,3.61122E-06
总结,jung2git3,5,6.01869E-06
自,ji6,20,2.40748E-05
千祈,chin1kei4,6,7.22243E-06
亲手,chan1sau2,3,3.61122E-06
谂法,lam2faat3,9,1.08336E-05
抄,chaau1,30,3.61122E-05
一模一样,yat1mou2yat1yeung6,7,8.42617E-06
常奋,seung4fan5,1,1.20374E-06
惨,chaam2,66,7.94468E-05
志源,ji3yun4,1,1.20374E-06
基伟,gei1wai5,2,2.40748E-06
总分,jung2fan1,4,4.81496E-06
群,kwan4,35,4.21309E-05
当年,dong1lin4,8,9.62991E-06
改改埋埋,goi2goi2maai4maai4,1,1.20374E-06
整得,jing2dak1,2,2.40748E-06
满意,mun5yi3,6,7.22243E-06
无奈,mou4loi6,7,8.42617E-06
预,yu6,48,5.77795E-05
停,ting4,94,0.000113151
下星期,ha6sing1kei4,8,9.62991E-06
上埋,seung5maai4,5,6.01869E-06
第十,dai6sap6,3,3.61122E-06
第九,dai6gau2,3,3.61122E-06
所有,so2yau5,26,3.12972E-05
曾燕,jang1yin1,1,1.20374E-06
设计,chit3gai3,31,3.73159E-05
初,cho1,36,4.33346E-05
一月,yat1yut6,34,4.09271E-05
一号,yat1hou6,51,6.13907E-05
全校,chyun4haau6,1,1.20374E-06
大三,daai6saam1,8,9.62991E-06
走剩,jau2sing6,1,1.20374E-06
永伦,wing5leun4,1,1.20374E-06
何少琼,ho4siu2king4,5,6.01869E-06
空,hung1,11,1.32411E-05
空房,hung1fong2,2,2.40748E-06
天热,tin1yit6,13,1.56486E-05
落车,lok6che1,33,3.97234E-05
搭车,daap3che1,41,4.93533E-05
楼下,lau4ha6,39,4.69458E-05
安,on1,17,2.04636E-05
安唔安全,on1m4on1chyun4,2,2.40748E-06
锁住门,so2jyu6mun4,1,1.20374E-06
少琼,siu3king4,3,3.61122E-06
编织袋,pin1jik1doi2,1,1.20374E-06
箱,seung1,39,4.69458E-05
挽,waan5,3,3.61122E-06
希望,hei1mong6,27,3.25009E-05
扎,jaat3,15,1.80561E-05
环保袋,waan4bou2doi2,12,1.44449E-05
笠,lap1,3,3.61122E-06
一次,yat1chi3,76,9.14841E-05
亦都,yik6dou1,8,9.62991E-06
坐车,cho5che1,108,0.000130004
日常,yat6seung4,4,4.81496E-06
心谂,sam1lam2,9,1.08336E-05
屈,wat1,10,1.20374E-05
睇法,tai2faat3,4,4.81496E-06
后来,hau6loi4,52,6.25944E-05
文静,man4jing6,1,1.20374E-06
斯文,si1man4,6,7.22243E-06
印象,yan3jeung6,15,1.80561E-05
譬如,pei3yu4,47,5.65757E-05
接触,jip3juk1,20,2.40748E-05
攞要,gan2yiu3,76,9.14841E-05
人品,yan4ban2,6,7.22243E-06
认为,ying6wai4,25,3.00935E-05
甚至,sam6ji3,5,6.01869E-06
五十几,m5sap6gei2,16,1.92598E-05
苍老,chong1lou5,2,2.40748E-06
苍,chong1,2,2.40748E-06
须,seui1,2,2.40748E-06
过得去,go3dak1heui3,15,1.80561E-05
角度,gok3dou6,4,4.81496E-06
罗婉平,lo1yun2ping4,2,2.40748E-06
主要,jyu2yiu3,116,0.000139634
脾气,pei4hei3,7,8.42617E-06
性格,sing3gaak3,20,2.40748E-05
表露,biu2lou6,1,1.20374E-06
举例子,geui2lai6ji2,2,2.40748E-06
嚟讲,lai4gong2,105,0.000126393
眼缘,aan5yun4,3,3.61122E-06
缺点,kyut3dim2,5,6.01869E-06
接受得到,jip3sau6dak1dou3,1,1.20374E-06
接受唔得到,jip3sau6m4dak1dou3,1,1.20374E-06
讲法,gong2faat3,4,4.81496E-06
今朝早,gam1jiu1jou2,30,3.61122E-05
换药,wun6yeuk6,1,1.20374E-06
饮完茶,yam2yun4cha4,9,1.08336E-05
酸痛,syun1tung3,3,3.61122E-06
疲劳,pei4lou4,3,3.61122E-06
运动,wan6dung6,70,8.42617E-05
引起,yan5hei2,4,4.81496E-06
巷,hong6,4,4.81496E-06
姑姐,gu1je2,11,1.32411E-05
烧,siu1,42,5.0557E-05
慢慢,maan6maan2,124,0.000149264
柜,gwai2,16,1.92598E-05
清空,ching1hung1,5,6.01869E-06
果时,go2si4,224,0.000269637
机衫,gei1saam1,1,1.20374E-06
飙,biu1,3,3.61122E-06
枱,toi4,18,2.16673E-05
纸箱,ji2seung1,2,2.40748E-06
天色台,tin1sik1toi4,2,2.40748E-06
邋遢,laat6taap3,26,3.12972E-05
盒,hap6,48,5.77795E-05
环,waan4,13,1.56486E-05
一啲啲,yat1di1di1,6,7.22243E-06
一次过,yat1chi3go3,18,2.16673E-05
攞唔起,lo2m4hei2,1,1.20374E-06
攞唔嗮,lo2m4saai3,1,1.20374E-06
费事,fai3si6,137,0.000164912
接触下,jip3juk1ha2,3,3.61122E-06
深入,sam1yap6,5,6.01869E-06
一眼,yat1aan5,3,3.61122E-06
萍姐,ping4je2,11,1.32411E-05
有缘,yau5yun4,2,2.40748E-06
萍,ping4,13,1.56486E-05
冲一下,chung1yat1ha5,1,1.20374E-06
倾下,king1ha2,48,5.77795E-05
惯,gwaan3,54,6.50019E-05
面口,min6hau2,2,2.40748E-06
阔,fut3,13,1.56486E-05
眼望,aan5mong6,3,3.61122E-06
五十五,m5a6m5,6,7.22243E-06
五十一,m5a6yat1,3,3.61122E-06
行下街,haang4ha2gaai1,14,1.68523E-05
一轮,yat1leun4,8,9.62991E-06
一见钟情,yat1gin3jung1ching4,1,1.20374E-06
需要,seui1yiu3,95,0.000114355
睇一睇,tai2yat1tai2,14,1.68523E-05
圆圆,yun4yun2,1,1.20374E-06
习惯,jaap6gwaan3,22,2.64823E-05
理由,lei5yau4,76,9.14841E-05
稻香,dou6heung1,2,2.40748E-06
风哥,fung1go1,2,2.40748E-06
声音,seng1yam1,69,8.3058E-05
上面,seung6min6,74,8.90767E-05
兼职,gim1jik1,57,6.86131E-05
廿,ya6,149,0.000179357
改返,goi2faan1,2,2.40748E-06
缺少,kyut3siu2,2,2.40748E-06
方面,fong1min6,137,0.000164912
管,gun2,51,6.13907E-05
严,yim4,20,2.40748E-05
最近,jeui3gan6,107,0.0001288
仲未,jung6mei6,131,0.00015769
争,jang1,76,9.14841E-05
免,min5,27,3.25009E-05
提供,tai4gung1,9,1.08336E-05
有效,yau5haau6,18,2.16673E-05
名单,ming4daan1,7,8.42617E-06
邀约,yiu1yeuk3,2,2.40748E-06
客户,haak3wu6,29,3.49084E-05
斟,jam1,5,6.01869E-06
参加,chaam1ga1,40,4.81496E-05
內,loi6,2,2.40748E-06
卅份,sa1fan6,1,1.20374E-06
属于,suk6yu1,54,6.50019E-05
介,gaai3,6,7.22243E-06
收集,sau1jaap6,2,2.40748E-06
以,yi5,39,4.69458E-05
门票,mun4piu3,32,3.85196E-05
海外,hoi2oi6,2,2.40748E-06
游轮,yau4leun4,7,8.42617E-06
越南,yut6laam4,8,9.62991E-06
下龙湾,ha6lung4waan1,1,1.20374E-06
梅,mui4,13,1.56486E-05
梅姐,mui4je2,2,2.40748E-06
善妍,sin6yin4,1,1.20374E-06
龙哥,lung4go1,9,1.08336E-05
龙,lung4,26,3.12972E-05
沖,chung1,6,7.22243E-06
澳洲,ou3jau1,40,4.81496E-05
争到,jang1dou3,1,1.20374E-06
培训,pui4fan3,25,3.00935E-05
王文勇,wong4man2yung2,2,2.40748E-06
出左单,cheut1jo2daan1,3,3.61122E-06
六千,luk6chin1,27,3.25009E-05
毕竟,bat1ging2,12,1.44449E-05
努力,lou5lik6,20,2.40748E-05
冲,chung1,35,4.21309E-05
冲劲,chung1ging6,3,3.61122E-06
任何,yam6ho4,12,1.44449E-05
热情,yit6ching4,8,9.62991E-06
主动,jyu2dung6,8,9.62991E-06
操作,chou1jok3,25,3.00935E-05
宗,jung1,1,1.20374E-06
宗旨,jung1ji2,1,1.20374E-06
偏离,pin1lei4,1,1.20374E-06
火车站,fo2che1jaam6,16,1.92598E-05
降,gong3,22,2.64823E-05
嗱利,la4lei6,1,1.20374E-06
单,daan1,124,0.000149264
考核,haau2hat6,4,4.81496E-06
签,chim1,79,9.50954E-05
承诺书,sing4nok6syu1,1,1.20374E-06
五十份,m5a6fan6,7,8.42617E-06
三十份,saam1sap6fan6,2,2.40748E-06
逗,dau6,3,3.61122E-06
以内,yi5loi6,1,1.20374E-06
客,haak3,60,7.22243E-05
回访,wui4fong2,3,3.61122E-06
社区,se5keui1,3,3.61122E-06
萝岗,lo4gong1,1,1.20374E-06
乱来,lyun6loi4,1,1.20374E-06
诸多,jyu1do1,1,1.20374E-06
规矩,kwai1geui2,3,3.61122E-06
达唔到,daat6m4dou2,3,3.61122E-06
取消,cheui2siu1,19,2.2871E-05
资格,ji1gaak3,8,9.62991E-06
达到,daat6dou3,10,1.20374E-05
唯有,wai4yau5,19,2.2871E-05
推动,teui1dung6,1,1.20374E-06
达成,daat6sing4,1,1.20374E-06
飞龙,fei1lung4,1,1.20374E-06
出单,cheut1daan1,1,1.20374E-06
激情,gik1ching4,1,1.20374E-06
谢,je6,5,6.01869E-06
晒,saai3,70,8.42617E-05
谎言,fong1yin4,2,2.40748E-06
算数,syun3sok3,20,2.40748E-05
手段,sau2dyun6,1,1.20374E-06
半次,bun3chi3,1,1.20374E-06
返工,faan1gung1,103,0.000123985
考到,haau2dou3,27,3.25009E-05
仔仔,jai4jai2,9,1.08336E-05
高级,gou1kap1,14,1.68523E-05
中学,jung1hok6,26,3.12972E-05
叻,lek1,105,0.000126393
家长会,ga1jeung2wui2,10,1.20374E-05
鼓励,gu2lai6,4,4.81496E-06
风存,fung1chyun4,1,1.20374E-06
分寸,fan1chyun3,2,2.40748E-06
反叛,faan2bun6,2,2.40748E-06
吵,chaau2,77,9.26879E-05
抽机,chau1gei1,3,3.61122E-06
成家,sing4ga1,2,2.40748E-06
揸车,ja1che1,12,1.44449E-05
教,gaau3,123,0.00014806
飞飞,fei1fei1,7,8.42617E-06
住宿,jyu6suk1,14,1.68523E-05
寄宿,gei3suk1,9,1.08336E-05
功课,gung1fo3,37,4.45383E-05
自修,ji6sau1,6,7.22243E-06
考,haau2,417,0.000501959
翠园,cheui3yun4,12,1.44449E-05
二中,yi6jung1,3,3.61122E-06
高中,gou1jung1,33,3.97234E-05
分数,fan1sou3,18,2.16673E-05
初中,cho1jung1,45,5.41682E-05
宏力,wang4lik6,2,2.40748E-06
勤力,kan4lik6,40,4.81496E-05
温习,wan1jaap6,5,6.01869E-06
一中,yat1jung1,2,2.40748E-06
午,m5,8,9.62991E-06
托,tok3,3,3.61122E-06
困身,kwan3san1,5,6.01869E-06
早晚,jou2maan5,3,3.61122E-06
也,ya5,36,4.33346E-05
重点,jung6dim2,7,8.42617E-06
能够,lang4kau3,61,7.34281E-05
一月份,yat1yut6fan6,19,2.2871E-05
沉迷,cham4mai4,2,2.40748E-06
拉番,laai1faan1,1,1.20374E-06
正道,jing3dou6,1,1.20374E-06
重要性,jung6yiu3sing3,1,1.20374E-06
唔该,m4goi1,15,1.80561E-05
灌输,gun3syu1,1,1.20374E-06
周六,jau1luk6,9,1.08336E-05
聪明,chung1ming4,4,4.81496E-06
思想,si1seung2,6,7.22243E-06
成绩,sing4jik1,55,6.62056E-05
算唔算,syun3m4syun3,4,4.81496E-06
中上,jung1seung6,7,8.42617E-06
手机,sau2gei1,267,0.000321398
抢,cheung2,22,2.64823E-05
记起,gei3hei2,2,2.40748E-06
两极分化,leung5gik6fan1fa3,2,2.40748E-06
语文,yu5man4,26,3.12972E-05
六十九,luk6a6gau2,5,6.01869E-06
数学,sou3hok6,43,5.17608E-05
九十,gau2sap6,45,5.41682E-05
科学,fo1hok6,4,4.81496E-06
历史,lik6si2,12,1.44449E-05
拖,to1,27,3.25009E-05
后腿,hau6teui2,1,1.20374E-06
七十,chat1sap6,61,7.34281E-05
班上,baan1seung6,1,1.20374E-06
好前,hou2chin4,1,1.20374E-06
普通,pou2tung1,24,2.88897E-05
担心,daam1sam1,20,2.40748E-05
目,muk6,1,1.20374E-06
好听,hou2teng1,39,4.69458E-05
大人,daai6yan4,29,3.49084E-05
陪下,pui4ha5,4,4.81496E-06
引导,yan5dou6,2,2.40748E-06
中考,jung1haau2,2,2.40748E-06
紧张,gan2jeung1,22,2.64823E-05
主,jyu2,6,7.22243E-06
把握,ba2aak1,3,3.61122E-06
方寸,fong1chyun3,1,1.20374E-06
尺寸,chek3chyun3,5,6.01869E-06
出面,cheut1min6,28,3.37047E-05
屋企人,uk1kei2yan4,31,3.73159E-05
沟通,kau1tung1,16,1.92598E-05
方法,fong1faat3,15,1.80561E-05
细蚊仔,sai3man1jai2,22,2.64823E-05
叛逆,bun6yik6,1,1.20374E-06
时期,si4kei4,1,1.20374E-06
天性,tin1sing3,1,1.20374E-06
朋友仔,pang4yau5jai2,3,3.61122E-06
晚自修,maan5ji6sau1,3,3.61122E-06
晚自习,maan5ji6jaap6,2,2.40748E-06
基本上,gei1bun2seung6,48,5.77795E-05
寄校,gei3haau6,1,1.20374E-06
除左,cheui4jo2,75,9.02804E-05
嘥嗮,saai1saai3,1,1.20374E-06
路途,lou6tou4,1,1.20374E-06
直情,jik6ching4,17,2.04636E-05
话头醒尾,wa6tau4sing2mei5,1,1.20374E-06
氹,tam5,7,8.42617E-06
高考,gou1haau2,10,1.20374E-05
跟得上,gan1dak1seung6,2,2.40748E-06
加油,ga1yau4,4,4.81496E-06
侯,hau6,1,1.20374E-06
改变,goi2bin3,6,7.22243E-06
方式,fong1sik1,9,1.08336E-05
要求,yiu1kau4,35,4.21309E-05
压力,aat3lik6,42,5.0557E-05
捉,juk1,39,4.69458E-05
赞成,jaan3sing4,1,1.20374E-06
迫,baak1,9,1.08336E-05
适当,sik1dong3,2,2.40748E-06
不溜,bat1lau1,10,1.20374E-05
遥遥领先,yiu4yiu4ling5sin1,1,1.20374E-06
请教,ching2gaau3,8,9.62991E-06
失分,sat1fan1,1,1.20374E-06
失,sat1,5,6.01869E-06
辉,fai1,11,1.32411E-05
录音,luk6yam1,65,7.8243E-05
搇章,kam2jeung1,2,2.40748E-06
准时,jeun2si4,20,2.40748E-05
东,dung1,31,3.73159E-05
呢个,le1go3,1,1.20374E-06
发展,faat3jin2,34,4.09271E-05
过世,go3sai3,1,1.20374E-06
头家,tau4ga1,1,1.20374E-06
以后,yi5hau6,98,0.000117966
主管,jyu2gun2,49,5.89832E-05
彭,paang4,3,3.61122E-06
辞工,chi4gung1,6,7.22243E-06
十年,sap6nin4,20,2.40748E-05
旺季,wong6gwai3,16,1.92598E-05
对于,deui3yu1,11,1.32411E-05
一个,yat1go3,55,6.62056E-05
确实,kok3sat6,14,1.68523E-05
低左,dai1jo2,1,1.20374E-06
搬屋,bun1uk1,4,4.81496E-06
押金,aat3gan1,4,4.81496E-06
房租,fong2jou1,3,3.61122E-06
单间,daan1gaan1,3,3.61122E-06
租屋,jou1uk1,8,9.62991E-06
荣仔,wing4jai2,2,2.40748E-06
职位,jik1wai6,3,3.61122E-06
老细,lou5sai3,132,0.000158894
销量,siu1leung6,5,6.01869E-06
跑,paau2,95,0.000114355
任务,yam6mou6,10,1.20374E-05
完成,yun4sing4,6,7.22243E-06
年终奖,lin4yung1jeung2,8,9.62991E-06
停机,ting4gei1,8,9.62991E-06
级,kap1,57,6.86131E-05
返下,faan1ha5,2,2.40748E-06
拉唔拉到,laai1m4laai1dou3,1,1.20374E-06
九江,gau2gong1,10,1.20374E-05
仓库,chong1fu3,20,2.40748E-05
水电费,seui2din6fai3,4,4.81496E-06
收入,sau1yap6,20,2.40748E-05
工种,gung1jung2,1,1.20374E-06
睬,choi2,20,2.40748E-05
玲姐,ling4je2,14,1.68523E-05
冰箱,bing1seung1,21,2.52785E-05
水池,seui2chi4,3,3.61122E-06
西柱,sai1chyu5,1,1.20374E-06
闹人,laau6yan4,3,3.61122E-06
支票,ji1piu3,10,1.20374E-05
事实上,si6sat6seung6,2,2.40748E-06
外边,oi6bin1,16,1.92598E-05
从来,chung4loi4,20,2.40748E-05
屋租,uk1jou1,10,1.20374E-05
收尾,sau1mei5,13,1.56486E-05
抽,chau1,56,6.74094E-05
倍,pui5,3,3.61122E-06
工分,gung1fan1,1,1.20374E-06
面,min6,121,0.000145652
学生,hok6sang1,44,5.29645E-05
二楼,yi6lau5,7,8.42617E-06
蚊鸡,man1gai1,42,5.0557E-05
粉,fan2,11,1.32411E-05
鸡,gai1,134,0.000161301
够唔够,kau3m4gau3,27,3.25009E-05
安静,on1jing6,12,1.44449E-05
静,jing6,34,4.09271E-05
伟忠,wai5jung1,2,2.40748E-06
直程,jik6ching4,6,7.22243E-06
敲,haau1,3,3.61122E-06
键盘,gin6pun2,8,9.62991E-06
帝国,dai3gok3,3,3.61122E-06
通宵,tung1siu1,17,2.04636E-05
大一,daai6yat1,8,9.62991E-06
大二,daai6yi6,5,6.01869E-06
临近,lam4gan6,1,1.20374E-06
操场,chou1cheung4,7,8.42617E-06
黄色,wong4sik1,4,4.81496E-06
晚上,maan5seung6,53,6.37982E-05
日里,yat6lei5,1,1.20374E-06
卖得到,maai6dak1dou3,3,3.61122E-06
主板,jyu2baan2,11,1.32411E-05
坏,waai6,50,6.01869E-05
湿碎,sap1seui3,2,2.40748E-06
软件,yun5gin2,40,4.81496E-05
数据,sou3geui3,20,2.40748E-05
主打,jyu2da1,1,1.20374E-06
二手,yi6sau2,11,1.32411E-05
行开,haang4hoi1,3,3.61122E-06
乜鬼,mat1gwai2,29,3.49084E-05
慧英,wai6yan1,1,1.20374E-06
攞左野,lo2jo2ye5,1,1.20374E-06
调下,diu6ha2,7,8.42617E-06
调,diu6,59,7.10206E-05
特別,dak6bit6,56,6.74094E-05
调唔调得,tiu4m4diu6dak1,2,2.40748E-06
些,se1,1,1.20374E-06
较,gaau3,9,1.08336E-05
调唔到,tiu4m4dou2,1,1.20374E-06
快捷键,faai3jit6gin6,1,1.20374E-06
嘈,chou4,74,8.90767E-05
嘈唔嘈,chou4m4chou4,2,2.40748E-06
打饭,da2faan6,5,6.01869E-06
行嚟行去,haang4lai4haang4heui3,8,9.62991E-06
嘈下,chou4ha2,1,1.20374E-06
太阳,taai3yeung4,13,1.56486E-05
落课,lok6fo3,9,1.08336E-05
劲抽,ging6chau1,2,2.40748E-06
其它,kei4ta1,51,6.13907E-05
跌,dit3,184,0.000221488
树,syu6,14,1.68523E-05
看台,hon3toi4,1,1.20374E-06
升旗,sing1kei4,2,2.40748E-06
柱,chyu5,4,4.81496E-06
足球场,juk1kau4cheung4,15,1.80561E-05
种子,jung2ji2,1,1.20374E-06
角,gok3,18,2.16673E-05
木糠,muk6hong1,1,1.20374E-06
刨木,paau4muk6,1,1.20374E-06
处理,chyu5lei5,18,2.16673E-05
定点,ding6din2,7,8.42617E-06
去埋,heui3maai4,11,1.32411E-05
揼,dam2,7,8.42617E-06
整体,jing2tai2,5,6.01869E-06
零件,ling4gin2,2,2.40748E-06
斗,dau3,18,2.16673E-05
木,muk6,12,1.44449E-05
鎅,gaai3,5,6.01869E-06
铁,tit3,2,2.40748E-06
李学舟,lei5hok6jau1,1,1.20374E-06
好快,hou2faai3,2,2.40748E-06
化妆,fa3jong1,16,1.92598E-05
硬币,aang6bai6,2,2.40748E-06
仲要,jung6yiu3,64,7.70393E-05
觉唔觉得,gok3m4gok3dak3,7,8.42617E-06
高跟鞋,gou1gan1haai4,4,4.81496E-06
平底鞋,peng4dai2haai4,3,3.61122E-06
鞋,haai4,69,8.3058E-05
辛苦下,san1fu2ha5,1,1.20374E-06
佛山,fat6saan1,133,0.000160097
七仔,chat1jai2,7,8.42617E-06
辛,san1,4,4.81496E-06
分店,fan1din3,9,1.08336E-05
加班,ga1baan1,64,7.70393E-05
随便,cheui4bin2,49,5.89832E-05
杂货铺,jaap6fo3pou3,1,1.20374E-06
文具店,man4geui6dim3,4,4.81496E-06
揾下,wan2ha2,23,2.7686E-05
淑女装,suk6leui5jong1,1,1.20374E-06
热,yit6,45,5.41682E-05
洗衫,sai2saam1,2,2.40748E-06
岗顶,gong1deng2,8,9.62991E-06
坐地铁,cho5dei6tit3,24,2.88897E-05
等下,dang2ha2,42,5.0557E-05
